ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,Note
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,623B00,,"Residential mental health, substance abuse, and other residential care facilities"
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,624100,,Individual and family services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,624400,,Child day care services
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,624A00,,"Community food, housing, and other relief services, including vocational rehabilitation services"
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,711100,,Performing arts companies
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,711A00,,Promoters of performing arts and sports and agents for public figures
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,712000,,"Museums, historical sites, zoos, and parks"
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,713900,,Other amusement and recreation industries
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,813100,,Religious organizations
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,813A00,,"Grantmaking, giving, and social advocacy organizations"
BEA_NIPA,Final consumption expenditures of nonprofit institutions serving households (NPISH),BEA_2017_Code,813B00,,"Civic, social, professional, and similar organizations"
BEA_NIPA,Financial service charges and fees,BEA_2017_Code,491000,,Postal service
BEA_NIPA,Financial service charges and fees,BEA_2017_Code,522A00,,Nondepository credit intermediation and related activities
BEA_NIPA,Financial service charges and fees,BEA_2017_Code,52A000,,Monetary authorities and depository credit intermediation
BEA_NIPA,First-class postal service (by U.S. Postal Service),BEA_2017_Code,491000,,Postal service
BEA_NIPA,First-class postal service (by U.S. Postal Service),BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Fish and seafood,BEA_2017_Code,112A00,,"Animal production, except cattle and poultry and eggs"
BEA_NIPA,Fish and seafood,BEA_2017_Code,114000,,"Fishing, hunting and trapping"
BEA_NIPA,Fish and seafood,BEA_2017_Code,311700,,Seafood product preparation and packaging
BEA_NIPA,"Flowers, seeds, and potted plants",BEA_2017_Code,111400,,"Greenhouse, nursery, and floriculture production"
BEA_NIPA,"Flowers, seeds, and potted plants",BEA_2017_Code,339990,,All other miscellaneous manufacturing
BEA_NIPA,"Flowers, seeds, and potted plants",BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,1111B0,,Grain farming
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,111200,,Vegetable and melon farming
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,111300,,Fruit and tree nut farming
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,112300,,Poultry and egg production
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,114000,,"Fishing, hunting and trapping"
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311210,,Flour milling and malt manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311221,,Wet corn milling
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311225,,Fats and oils refining and blending
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311230,,Breakfast cereal manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311300,,Sugar and confectionery product manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311410,,Frozen food manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311420,,"Fruit and vegetable canning, pickling, and drying"
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311513,,Cheese manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311514,,"Dry, condensed, and evaporated dairy product manufacturing"
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,31151A,,Fluid milk and butter manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311520,,Ice cream and frozen dessert manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311615,,Poultry processing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,31161A,,"Animal (except poultry) slaughtering, rendering, and processing"
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311700,,Seafood product preparation and packaging
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311810,,Bread and bakery product manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,3118A0,,"Cookie, cracker, pasta, and tortilla manufacturing"
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311910,,Snack food manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311920,,Coffee and tea manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311930,,Flavoring syrup and concentrate manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311940,,Seasoning and dressing manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,311990,,All other food manufacturing
BEA_NIPA,Food furnished to employees (including military),BEA_2017_Code,312110,,Soft drink and ice manufacturing
BEA_NIPA,Food produced and consumed on farms,BEA_2017_Code,111200,,Vegetable and melon farming
BEA_NIPA,Food produced and consumed on farms,BEA_2017_Code,111300,,Fruit and tree nut farming
BEA_NIPA,Food produced and consumed on farms,BEA_2017_Code,112120,,Dairy cattle and milk production
BEA_NIPA,Food produced and consumed on farms,BEA_2017_Code,1121A0,,"Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming"
BEA_NIPA,Food produced and consumed on farms,BEA_2017_Code,112A00,,"Animal production, except cattle and poultry and eggs"
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,111300,,Fruit and tree nut farming
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,111900,,Other crop farming
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,2123A0,,Other nonmetallic mineral mining and quarrying
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311230,,Breakfast cereal manufacturing
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311410,,Frozen food manufacturing
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311420,,"Fruit and vegetable canning, pickling, and drying"
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311514,,"Dry, condensed, and evaporated dairy product manufacturing"
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311910,,Snack food manufacturing
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311940,,Seasoning and dressing manufacturing
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,311990,,All other food manufacturing
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,325190,,Other basic organic chemical manufacturing
BEA_NIPA,"Food products, not elsewhere classified",BEA_2017_Code,3259A0,,All other chemical product and preparation manufacturing
BEA_NIPA,Foundations and grantmaking and giving services to households,BEA_2017_Code,813A00,,"Grantmaking, giving, and social advocacy organizations"
BEA_NIPA,Fresh milk,BEA_2017_Code,31151A,,Fluid milk and butter manufacturing
BEA_NIPA,Fruit (fresh),BEA_2017_Code,111300,,Fruit and tree nut farming
BEA_NIPA,Fuel oil,BEA_2017_Code,324110,,Petroleum refineries
BEA_NIPA,Funeral and burial services,BEA_2017_Code,327991,,Cut stone and stone product manufacturing
BEA_NIPA,Funeral and burial services,BEA_2017_Code,332999,,Other fabricated metal manufacturing
BEA_NIPA,Funeral and burial services,BEA_2017_Code,481000,,Air transportation
BEA_NIPA,Funeral and burial services,BEA_2017_Code,812200,,Death care services
BEA_NIPA,Furniture,BEA_2017_Code,3219A0,,All other wood product manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,337121,,Upholstered household furniture manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,337122,,Nonupholstered wood household furniture manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,337127,,Institutional furniture manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,33712N,,Other household nonupholstered furniture
BEA_NIPA,Furniture,BEA_2017_Code,337215,,"Showcase, partition, shelving, and locker manufacturing"
BEA_NIPA,Furniture,BEA_2017_Code,33721A,,Office furniture and custom architectural woodwork and millwork manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,337900,,Other furniture related product manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,339113,,Surgical appliance and supplies manufacturing
BEA_NIPA,Furniture,BEA_2017_Code,532A00,,General and consumer goods rental
BEA_NIPA,Furniture,BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,"Games, toys, and hobbies",BEA_2017_Code,322299,,All other converted paper product manufacturing
BEA_NIPA,"Games, toys, and hobbies",BEA_2017_Code,323110,,Printing
BEA_NIPA,"Games, toys, and hobbies",BEA_2017_Code,326290,,Other rubber product manufacturing
BEA_NIPA,"Games, toys, and hobbies",BEA_2017_Code,339930,,"Doll, toy, and game manufacturing"
BEA_NIPA,"Games, toys, and hobbies",BEA_2017_Code,811200,,Electronic and precision equipment repair and maintenance
BEA_NIPA,"Games, toys, and hobbies",BEA_2017_Code,S00402,,Used and secondhand goods
BEA_NIPA,Garbage and trash collection,BEA_2017_Code,562000,,Waste management and remediation services
BEA_NIPA,Gasoline and other motor fuel,BEA_2017_Code,324110,,Petroleum refineries
BEA_NIPA,Government employees' expenditures abroad,BEA_2017_Code,S00300,,Noncomparable imports
BEA_NIPA,Government hospitals,BEA_2017_Code,622000,,Hospitals
BEA_NIPA,Group housing,BEA_2017_Code,721000,,Accommodation
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,314900,,Other textile product mills
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,315000,,Apparel manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,322120,,Paper mills
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,322291,,Sanitary paper product manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,325610,,Soap and cleaning compound manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,325620,,Toilet preparation manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,326290,,Other rubber product manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,332200,,Cutlery and handtool manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,333318,,Other commercial and service industry machinery manufacturing
BEA_NIPA,"Hair, dental, shaving, and miscellaneous personal care products except electrical products",BEA_2017_Code,33399A,,Other general purpose machinery manufacturing
